"","Position","Track.Name","Artist","Streams","URL","Date","Region","Danceability","Duration","Instrumentalness","Speechiness","Tempo"
"771738",116,"Litty (feat. Tory Lanez)","Meek Mill",194516,"5J5PXmMdQ2nh1lZOal8KmK","2017-01-01","us",NA,NA,NA,NA,NA
"771739",117,"Congratulations","Post Malone",192751,"3a1lNhkSLSkpJE4MSHpDu9","2017-01-01","us",NA,NA,NA,NA,NA
"771740",118,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",189619,"68EMU2RD1ECNeOeJ5qAXCV","2017-01-01","us",NA,NA,NA,NA,NA
"771741",119,"Superstition - Single Version","Stevie Wonder",189573,"5lXcSvHRVjQJ3LB2rLKQog","2017-01-01","us",NA,NA,NA,NA,NA
"771742",120,"Sorry","Justin Bieber",186703,"69bp2EbF7Q2rqc5N3ylezZ","2017-01-01","us",NA,NA,NA,NA,NA
"771743",121,"Uber Everywhere","MadeinTYO",186602,"7zBPzAjKAqQpcv8F8GCq5s","2017-01-01","us",NA,NA,NA,NA,NA
"771744",122,"Pop Style","Drake",184790,"1WRy5l3TwrwlzNmB5bOeKw","2017-01-01","us",NA,NA,NA,NA,NA
"771745",123,"Sunset Lover","Petit Biscuit",184278,"0hNduWmlWmEmuwEFcYvRu1","2017-01-01","us",NA,NA,NA,NA,NA
"771746",124,"Signed, Sealed, Delivered (I'm Yours)","Stevie Wonder",183966,"3M5eeHXgG4VplKNcsBC8Dj","2017-01-01","us",NA,NA,NA,NA,NA
"771747",125,"You Can Call Me Al","Paul Simon",183669,"0qxYx4F3vm1AOnfux6dDxP","2017-01-01","us",NA,NA,NA,NA,NA
"771748",126,"Moves","Big Sean",183502,"0Fv5N0cHBsl4bzCbollCAS","2017-01-01","us",NA,NA,NA,NA,NA
"771749",127,"That's What I Like","Bruno Mars",183494,"0KKkJNfGyhkQ5aFogxQAPU","2017-01-01","us",NA,NA,NA,NA,NA
"771750",128,"The Hills","The Weeknd",183262,"25khomWgBVamSdKw7hzm3l","2017-01-01","us",NA,NA,NA,NA,NA
"771751",129,"Hotline Bling","Drake",183047,"2FBUoWkIuQXwayw2RNo5l6","2017-01-01","us",NA,NA,NA,NA,NA
"771752",130,"All Time Low","Jon Bellion",182716,"5wQRNkb7OhzJoT1P0OZ4Rw","2017-01-01","us",NA,NA,NA,NA,NA
"771753",131,"Roses","The Chainsmokers",182217,"6O6M7pJLABmfBRoGZMu76Y","2017-01-01","us",NA,NA,NA,NA,NA
"771754",132,"Deja Vu","Post Malone",181649,"0H8XeaJunhvpBdBFIYi6Sh","2017-01-01","us",NA,NA,NA,NA,NA
"771755",133,"Setting Fires","The Chainsmokers",181113,"0B8B8cVRFIG1yznoQe7c9s","2017-01-01","us",NA,NA,NA,NA,NA
"771756",134,"Don't Stop Me Now - Remastered","Queen",179775,"5T8EDUDqKcs6OSOwEsfqG7","2017-01-01","us",NA,NA,NA,NA,NA
"771757",135,"You Shook Me All Night Long","AC/DC",178791,"2SiXAy7TuUkycRVbbWDEpo","2017-01-01","us",NA,NA,NA,NA,NA
"771758",136,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","Bee Gees",176547,"6v3xCVgM73PGb0JIlF264a","2017-01-01","us",NA,NA,NA,NA,NA
"771759",137,"Light","San Holo",176446,"7zTx8ePYAmPFQuxP3xlXZn","2017-01-01","us",NA,NA,NA,NA,NA
"771760",138,"P.Y.T. (Pretty Young Thing)","Michael Jackson",176354,"5lA3pwMkBdd24StM90QrNR","2017-01-01","us",NA,NA,NA,NA,NA
"771761",139,"Famous","Kanye West",176291,"19a3JfW8BQwqHWUMbcqSx8","2017-01-01","us",NA,NA,NA,NA,NA
"771762",140,"Brown Eyed Girl","Van Morrison",175044,"3yrSvpt2l1xhsV9Em88Pul","2017-01-01","us",NA,NA,NA,NA,NA
"771763",141,"Call Me Maybe","Carly Rae Jepsen",174945,"20I6sIOMTCkB6w7ryavxtO","2017-01-01","us",NA,NA,NA,NA,NA
"771764",142,"Water Under the Bridge","Adele",174085,"4vb4mFvYsr2h6enhjJsq9Y","2017-01-01","us",NA,NA,NA,NA,NA
"771765",143,"Tiimmy Turner","Desiigner",173977,"3NJG6vMH1ZsectZkocMEm0","2017-01-01","us",NA,NA,NA,NA,NA
"771766",144,"My House","Flo Rida",173343,"6Knv6wdA0luoMUuuoYi2i1","2017-01-01","us",NA,NA,NA,NA,NA
"771767",145,"Say It (feat. Tove Lo)","Flume",171093,"4sQMalN597HdggTu196aL0","2017-01-01","us",NA,NA,NA,NA,NA
"771768",146,"Purple Lamborghini (with Rick Ross)","Skrillex",171058,"6JyuJFedEvPmdWQW0PkbGJ","2017-01-01","us",NA,NA,NA,NA,NA
"771769",147,"Secrets","The Weeknd",170453,"3DX4Y0egvc0slLcLl31h2p","2017-01-01","us",NA,NA,NA,NA,NA
"771770",148,"7 Years","Lukas Graham",170245,"7129iqBafaphfc3WPCGC0L","2017-01-01","us",NA,NA,NA,NA,NA
"771771",149,"My Girl","The Temptations",170168,"6RrXd9Hph4hYR4bf3dbM6H","2017-01-01","us",NA,NA,NA,NA,NA
"771772",150,"Feel So Close - Radio Edit","Calvin Harris",169357,"7EOYLyD4pP4YJVgoVeKUQ1","2017-01-01","us",NA,NA,NA,NA,NA
"771773",151,"Antidote","Travis Scott",169297,"1wHZx0LgzFHyeIZkUydNXq","2017-01-01","us",NA,NA,NA,NA,NA
"771774",152,"True Colors","The Weeknd",168726,"6i759FCuKx713ZnYjtpQGU","2017-01-01","us",NA,NA,NA,NA,NA
"771775",153,"Gassed Up","Nebu Kiniza",167151,"6JjEVlMkfHWMeYavkEYzNO","2017-01-01","us",NA,NA,NA,NA,NA
"771776",154,"Capsize","FRENSHIP",166898,"2XMTqoHHSH0lvuXrvIEdco","2017-01-01","us",NA,NA,NA,NA,NA
"771777",155,"I Would Like","Zara Larsson",166846,"4Q4jmPHwu0wrJvqrld0FQ6","2017-01-01","us",NA,NA,NA,NA,NA
"771778",156,"PILLOWTALK","ZAYN",165974,"0PDUDa38GO8lMxLCRc4lL1","2017-01-01","us",NA,NA,NA,NA,NA
"771779",157,"Ni**as In Paris","JAY Z",165222,"2KpCpk6HjXXLb7nnXoXA5O","2017-01-01","us",NA,NA,NA,NA,NA
"771780",158,"Lot to Learn","Luke Christopher",164741,"2HzfRSfCogBSsgW2CckVA2","2017-01-01","us",NA,NA,NA,NA,NA
"771781",159,"No Type","Rae Sremmurd",164642,"4scpF6J5uMBvoh6sFB7EL1","2017-01-01","us",NA,NA,NA,NA,NA
"771782",160,"Wicked","Future",164503,"6BbINUfGabVyiNFJpQXn3x","2017-01-01","us",NA,NA,NA,NA,NA
"771783",161,"Black Barbies","Nicki Minaj",163711,"3y9cCbnBn0zjkJa2YkOj70","2017-01-01","us",NA,NA,NA,NA,NA
"771784",162,"Cut It (feat. Young Dolph)","O.T. Genasis",163667,"376KnY4TrgBITxjlnbnmIy","2017-01-01","us",NA,NA,NA,NA,NA
"771785",163,"What They Want","Russ",163498,"3pndPhlQWjuSoXhcIIdBjv","2017-01-01","us",NA,NA,NA,NA,NA
"771786",164,"Rockin’","The Weeknd",163129,"36YCdzT57us0LhDmCYtrNE","2017-01-01","us",NA,NA,NA,NA,NA
"771787",165,"LUV","Tory Lanez",162888,"16Ah4QqH4mgYVXqfC4mdSd","2017-01-01","us",NA,NA,NA,NA,NA
"771788",166,"Hymn For The Weekend - Seeb Remix","Coldplay",161981,"1OAiWI2oPmglaOiv9fdioU","2017-01-01","us",NA,NA,NA,NA,NA
"771789",167,"oui","Jeremih",160755,"0PJIbOdMs3bd5AT8liULMQ","2017-01-01","us",NA,NA,NA,NA,NA
"771790",168,"My Way","Calvin Harris",159846,"1vvNmPOiUuyCbgWmtc6yfm","2017-01-01","us",NA,NA,NA,NA,NA
"771791",169,"My Shit","A Boogie Wit da Hoodie",159333,"5uQOauh47VFt3B2kV9kRXw","2017-01-01","us",NA,NA,NA,NA,NA
"771792",170,"Still Here","Drake",158154,"433P7tDcIAi6NLnf4Sh6tI","2017-01-01","us",NA,NA,NA,NA,NA
"771793",171,"You & Me","Marc E. Bassy",157927,"4QdovcM8j50QPlyR7tH4xe","2017-01-01","us",NA,NA,NA,NA,NA
"771794",172,"Should I Stay or Should I Go - Remastered","The Clash",157705,"39shmbIHICJ2Wxnk1fPSdz","2017-01-01","us",NA,NA,NA,NA,NA
"771795",173,"Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)","Vice",157253,"40UroIGvsMPLPBYwH8rMNA","2017-01-01","us",NA,NA,NA,NA,NA
"771796",174,"Light It Up (feat. Nyla & Fuse ODG) - Remix","Major Lazer",155772,"0L7loeTIg6akW84aEQZpCT","2017-01-01","us",NA,NA,NA,NA,NA
"771797",175,"Stand By Me","Otis Redding",154347,"1aj4GXfmEYXfdVZohCpNKu","2017-01-01","us",NA,NA,NA,NA,NA
"771798",176,"Trap Queen","Fetty Wap",151754,"2d8JP84HNLKhmd6IYOoupQ","2017-01-01","us",NA,NA,NA,NA,NA
"771799",177,"Me and Julio Down by the Schoolyard","Paul Simon",151657,"6vxHp3CDNo0afgKGp2yi1E","2017-01-01","us",NA,NA,NA,NA,NA
"771800",178,"Party","Chris Brown",151474,"05Z7jet4VDNVgNQWcYHnrk","2017-01-01","us",NA,NA,NA,NA,NA
"771801",179,"Don't Worry Be Happy","Bobby McFerrin",151217,"4hObp5bmIJ3PP3cKA9K9GY","2017-01-01","us",NA,NA,NA,NA,NA
"771802",180,"By Your Side","Jonas Blue",151106,"1D3ODoXHBLpdxolZRHWV1j","2017-01-01","us",NA,NA,NA,NA,NA
"771803",181,"I Got You","Bebe Rexha",151059,"1FUViuNSldssMIawrOXF2i","2017-01-01","us",NA,NA,NA,NA,NA
"771804",182,"Timeless (DJ SPINKING)","A Boogie Wit da Hoodie",150458,"0q5DrtpnnGpOvBy5nnPMbe","2017-01-01","us",NA,NA,NA,NA,NA
"771805",183,"Lighthouse - Andrelli Remix","Hearts & Colors",149929,"04CttTezSnv71USiiG9mIo","2017-01-01","us",NA,NA,NA,NA,NA
"771806",184,"Middle","DJ Snake",149265,"4OZEu0Vwq0RB2LAq14v99n","2017-01-01","us",NA,NA,NA,NA,NA
"771807",185,"Really Really","Kevin Gates",149053,"10I3CmmwT0BkOVhduDy53o","2017-01-01","us",NA,NA,NA,NA,NA
"771808",186,"ABC","The Jackson 5",148305,"6cb0HzFQPN4BGADOmSzPCw","2017-01-01","us",NA,NA,NA,NA,NA
"771809",187,"Good Drank","2 Chainz",146863,"39pS70eeDvyCAF3t8NAlVV","2017-01-01","us",NA,NA,NA,NA,NA
"771810",188,"Wyclef Jean","Young Thug",145905,"55OdqrG8WLmsYyY1jijD9b","2017-01-01","us",NA,NA,NA,NA,NA
"771811",189,"(What A) Wonderful World - Remastered","Sam Cooke",145484,"27K3ZDS5B4fwjhwyihrdzC","2017-01-01","us",NA,NA,NA,NA,NA
"771812",190,"Living Single","Big Sean",144979,"36xxq7VDZZsGwARsn6Clo7","2017-01-01","us",NA,NA,NA,NA,NA
"771813",191,"Let Me Explain","Bryson Tiller",144864,"1trZGMI2CGyVT44STkpCoN","2017-01-01","us",NA,NA,NA,NA,NA
"771814",192,"Go Flex","Post Malone",144845,"5yuShbu70mtHXY0yLzCQLQ","2017-01-01","us",NA,NA,NA,NA,NA
"771815",193,"(I Can't Get No) Satisfaction - Mono Version / Remastered 2002","The Rolling Stones",144843,"7fSGbZLhWlAiCC3HDPAULu","2017-01-01","us",NA,NA,NA,NA,NA
"771816",194,"She's Mine Pt. 1","J. Cole",144501,"0HtOJj7Kl74s1Ngf3MWeif","2017-01-01","us",NA,NA,NA,NA,NA
"771817",195,"False Alarm","The Weeknd",144393,"32lgtADX2cB9I4KFs1Y1py","2017-01-01","us",NA,NA,NA,NA,NA
"771818",196,"Ignition - Remix","R. Kelly",144377,"5dNfHmqgr128gMY2tc5CeJ","2017-01-01","us",NA,NA,NA,NA,NA
"771819",197,"679 (feat. Remy Boyz)","Fetty Wap",143877,"5NQbUaeTEOGdD6hHcre0dZ","2017-01-01","us",NA,NA,NA,NA,NA
"771820",198,"I Don't Fuck With You","Big Sean",143847,"4w7yrP4RAeeyhfG9nJqQvS","2017-01-01","us",NA,NA,NA,NA,NA
"771821",199,"You Can't Hurry Love - 2016 Remastered","Phil Collins",143813,"4YwbSZaYeYja8Umyt222Qf","2017-01-01","us",NA,NA,NA,NA,NA
"771822",200,"For Free","DJ Khaled",143765,"5TqBAOIBe0bQA0spNdcG3k","2017-01-01","us",NA,NA,NA,NA,NA
"771823",1,"Bad and Boujee (feat. Lil Uzi Vert)","Migos",1161746,"4Km5HrUvYTaSUfiSGPJeQR","2017-01-02","us",NA,NA,NA,NA,NA
"771824",2,"Fake Love","Drake",1076575,"343YBumqHu19cGoGARUTsd","2017-01-02","us",NA,NA,NA,NA,NA
"771825",3,"Starboy","The Weeknd",963602,"5aAx2yezTd8zXrkmtKl66Z","2017-01-02","us",NA,NA,NA,NA,NA
"771826",4,"Closer","The Chainsmokers",782423,"7BKLCZ1jbUBVqRi2FVlTVw","2017-01-02","us",NA,NA,NA,NA,NA
"771827",5,"Black Beatles","Rae Sremmurd",733662,"6fujklziTHa8uoM5OQSfIo","2017-01-02","us",NA,NA,NA,NA,NA
"771828",6,"Caroline","Aminé",633586,"7FB8l7UA1HKqnuSLjP9qDc","2017-01-02","us",NA,NA,NA,NA,NA
"771829",7,"Bounce Back","Big Sean",611276,"0SGkqnVQo9KPytSri1H6cF","2017-01-02","us",NA,NA,NA,NA,NA
"771830",8,"Bad Things (with Camila Cabello)","Machine Gun Kelly",611030,"1PSBzsahR2AKwLJgx8ehBj","2017-01-02","us",NA,NA,NA,NA,NA
"771831",9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN",583678,"3NdDpSvN911VPGivFlV5d0","2017-01-02","us",NA,NA,NA,NA,NA
"771832",10,"I Feel It Coming","The Weeknd",565606,"5GXAXm5YOmYT0kL5jHvYBt","2017-01-02","us",NA,NA,NA,NA,NA
"771833",11,"Broccoli (feat. Lil Yachty)","DRAM",561076,"7yyRTcZmCiyzzJlNzGC9Ol","2017-01-02","us",NA,NA,NA,NA,NA
"771834",12,"Let Me Love You","DJ Snake",502681,"4pdPtRcBmOSQDlJ3Fk945m","2017-01-02","us",NA,NA,NA,NA,NA
"771835",13,"One Dance","Drake",487243,"1xznGGDReH1oQq0xzbwXa3","2017-01-02","us",NA,NA,NA,NA,NA
"771836",14,"Don't Wanna Know","Maroon 5",484706,"5MFzQMkrl1FOOng9tq6R9r","2017-01-02","us",NA,NA,NA,NA,NA
"771837",15,"24K Magic","Bruno Mars",475316,"6b8Be6ljOzmkOmFslEb23P","2017-01-02","us",NA,NA,NA,NA,NA
"771838",16,"X (feat. Future)","21 Savage",474705,"6fwdbPMwP1zVStm8FybmkO","2017-01-02","us",NA,NA,NA,NA,NA
"771839",17,"Deja Vu","J. Cole",473234,"6I6NX6tjGsxFAsIfGzY9lJ","2017-01-02","us",NA,NA,NA,NA,NA
"771840",18,"Starving","Hailee Steinfeld",447433,"1qOLh0tI7trd1zdDKxYZTe","2017-01-02","us",NA,NA,NA,NA,NA
"771841",19,"Chill Bill","Rob $tone",444104,"5uDASfU19gDxSjW8cnCaBp","2017-01-02","us",NA,NA,NA,NA,NA
"771842",20,"In the Name of Love","Martin Garrix",441973,"04DwTuZ2VBdJCCC5TROn7L","2017-01-02","us",NA,NA,NA,NA,NA
"771843",21,"Say You Won't Let Go","James Arthur",424490,"5uCax9HTNlzGybIStD3vDh","2017-01-02","us",NA,NA,NA,NA,NA
"771844",22,"Party Monster","The Weeknd",417288,"4F7A0DXBrmUAkp32uenhZt","2017-01-02","us",NA,NA,NA,NA,NA
"771845",23,"No Heart","21 Savage",415453,"4gmmRb6bZJffOOiww1JGTO","2017-01-02","us",NA,NA,NA,NA,NA
"771846",24,"Side To Side","Ariana Grande",402640,"4pLwZjInHj3SimIyN9SnOz","2017-01-02","us",NA,NA,NA,NA,NA
"771847",25,"Heathens","Twenty One Pilots",388696,"6i0V12jOa3mr6uu4WYhUBr","2017-01-02","us",NA,NA,NA,NA,NA
"771848",26,"Sneakin’","Drake",379428,"4ckuS4Nj4FZ7i3Def3Br8W","2017-01-02","us",NA,NA,NA,NA,NA
"771849",27,"OOOUUU","Young M.A",374661,"7JYsArznYOjX2jsrT3UEnL","2017-01-02","us",NA,NA,NA,NA,NA
"771850",28,"iSpy (feat. Lil Yachty)","KYLE",368515,"2EEeOnHehOozLq4aS0n6SL","2017-01-02","us",NA,NA,NA,NA,NA
"771851",29,"You Was Right","Lil Uzi Vert",366167,"2ANLarE8yHVsLWW21nj79M","2017-01-02","us",NA,NA,NA,NA,NA
"771852",30,"All We Know","The Chainsmokers",358902,"2rizacJSyD9S1IQUxUxnsK","2017-01-02","us",NA,NA,NA,NA,NA
"771853",31,"Mercy","Shawn Mendes",354581,"4TZy1wLyHec06pwgFYDh1a","2017-01-02","us",NA,NA,NA,NA,NA
"771854",32,"Scars To Your Beautiful","Alessia Cara",354408,"0prNGof3XqfTvNDxHonvdK","2017-01-02","us",NA,NA,NA,NA,NA
"771855",33,"How Far I'll Go - From ""Moana""","Alessia Cara",339562,"5hYTyyh2odQKphUbMqc5gN","2017-01-02","us",NA,NA,NA,NA,NA
"771856",34,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",337218,"0v9Wz8o0BT8DU38R4ddjeH","2017-01-02","us",NA,NA,NA,NA,NA
"771857",35,"Call On Me - Ryan Riback Extended Remix","Starley",336502,"78rIJddV4X0HkNAInEcYde","2017-01-02","us",NA,NA,NA,NA,NA
"771858",36,"Love Me Now","John Legend",326511,"6nxQdXa1uAL0rY72wPZu89","2017-01-02","us",NA,NA,NA,NA,NA
"771859",37,"Neighbors","J. Cole",323494,"0utlOiJy2weVl9WTkcEWHy","2017-01-02","us",NA,NA,NA,NA,NA
"771860",38,"Controlla","Drake",313087,"6F609ICg9Spjrw1epsAnpa","2017-01-02","us",NA,NA,NA,NA,NA
"771861",39,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",312401,"6DNtNfH8hXkqOX1sjqmI7p","2017-01-02","us",NA,NA,NA,NA,NA
"771862",40,"Too Good","Drake",309703,"11KJSRSgaDxqydKYiD2Jew","2017-01-02","us",NA,NA,NA,NA,NA
"771863",41,"pick up the phone","Young Thug",304264,"20dP2DaMHIAmwWAbp7peSr","2017-01-02","us",NA,NA,NA,NA,NA
"771864",42,"Swang","Rae Sremmurd",302738,"6mapJIPnQ23RTAevUoE0DL","2017-01-02","us",NA,NA,NA,NA,NA
"771865",43,"Don't Let Me Down","The Chainsmokers",299373,"0QsvXIfqM0zZoerQfsI9lm","2017-01-02","us",NA,NA,NA,NA,NA
"771866",44,"Six Feet Under","The Weeknd",297398,"4mU5iXHeLgbR94siF7p1sY","2017-01-02","us",NA,NA,NA,NA,NA
"771867",45,"Treat You Better","Shawn Mendes",296263,"4Hf7WnR761jpxPr5D46Bcd","2017-01-02","us",NA,NA,NA,NA,NA
"771868",46,"Just Hold On","Steve Aoki",289650,"3EmmCZoqpWOTY1g2GBwJoR","2017-01-02","us",NA,NA,NA,NA,NA
"771869",47,"Sidewalks","The Weeknd",288870,"4h90qkbnW1Qq6pBhoPvwko","2017-01-02","us",NA,NA,NA,NA,NA
"771870",48,"Needed Me","Rihanna",288253,"1Tt4sE4pXi57mTD1GCzsqm","2017-01-02","us",NA,NA,NA,NA,NA
"771871",49,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",276614,"5knuzwU65gJK7IF5yJsuaW","2017-01-02","us",NA,NA,NA,NA,NA
"771872",50,"Redbone","Childish Gambino",268394,"3kxfsdsCpFgN412fpnW85Y","2017-01-02","us",NA,NA,NA,NA,NA
"771873",51,"Immortal","J. Cole",268024,"6AGON2BGdPmPMJGiiNuuwl","2017-01-02","us",NA,NA,NA,NA,NA
"771874",52,"Panda","Desiigner",265985,"5OOkp4U9P9oL23maHFHL1h","2017-01-02","us",NA,NA,NA,NA,NA
"771875",53,"Work from Home","Fifth Harmony",264828,"4tCtwWceOPWzenK2HAIJSb","2017-01-02","us",NA,NA,NA,NA,NA
"771876",54,"All Time Low","Jon Bellion",261756,"1CnPYaKxTVb4LWOtiGOm0m","2017-01-02","us",NA,NA,NA,NA,NA
"771877",55,"Some Kind Of Drug","G-Eazy",259668,"1Bqxj0aH5KewYHKUg1IdrF","2017-01-02","us",NA,NA,NA,NA,NA
"771878",56,"Now and Later","Sage The Gemini",253619,"08WPvDEsHvTFuB9w8tC2OS","2017-01-02","us",NA,NA,NA,NA,NA
"771879",57,"Work","Rihanna",253312,"14WWzenpaEgQZlqPq2nk4v","2017-01-02","us",NA,NA,NA,NA,NA
"771880",58,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",248239,"6JV2JOEocMgcZxYSZelKcc","2017-01-02","us",NA,NA,NA,NA,NA
"771881",59,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",247000,"4dASQiO1Eoo3RJvt74FtXB","2017-01-02","us",NA,NA,NA,NA,NA
"771882",60,"All Night","The Vamps",238041,"4b4KcovePX8Ke2cLIQTLM0","2017-01-02","us",NA,NA,NA,NA,NA
"771883",61,"Make Me (Cry)","Noah Cyrus",237695,"2BrzlUj1u1CtvaJDGIKpsP","2017-01-02","us",NA,NA,NA,NA,NA
"771884",62,"Low Life","Future",236628,"7EiZI6JVHllARrX9PUvAdX","2017-01-02","us",NA,NA,NA,NA,NA
"771885",63,"Ride","Twenty One Pilots",236196,"2Z8WuEywRWYTKe1NybPQEW","2017-01-02","us",NA,NA,NA,NA,NA
"771886",64,"No Role Modelz","J. Cole",234566,"62vpWI1CHwFy7tMIcSStl8","2017-01-02","us",NA,NA,NA,NA,NA
"771887",65,"Cheap Thrills","Sia",234531,"27SdWb2rFzO6GWiYDBTD9j","2017-01-02","us",NA,NA,NA,NA,NA
"771888",66,"Chantaje","Shakira",234373,"6mICuAdrwEjh6Y6lroV2Kg","2017-01-02","us",NA,NA,NA,NA,NA
"771889",67,"Weak","AJR",231009,"3E2Zh20GDCR9B1EYjfXWyv","2017-01-02","us",NA,NA,NA,NA,NA
"771890",68,"Into You","Ariana Grande",230703,"7yHEDfrJNd0zWOfXwydNH0","2017-01-02","us",NA,NA,NA,NA,NA
"771891",69,"Reminder","The Weeknd",230432,"37F0uwRSrdzkBiuj0D5UHI","2017-01-02","us",NA,NA,NA,NA,NA
"771892",70,"Used to This","Future",230345,"78sr3ogs4UzITcCNbXM9cM","2017-01-02","us",NA,NA,NA,NA,NA
"771893",71,"Jumpman","Drake",228720,"27GmP9AWRs744SzKcpJsTZ","2017-01-02","us",NA,NA,NA,NA,NA
"771894",72,"Love On The Brain","Rihanna",228402,"2aksifNn5ph8igDOkPBA02","2017-01-02","us",NA,NA,NA,NA,NA
"771895",73,"Money Longer","Lil Uzi Vert",227712,"0B8QzDH7YWih85V5SEMnyJ","2017-01-02","us",NA,NA,NA,NA,NA
"771896",74,"goosebumps","Travis Scott",225985,"6gBFPUFcJLzWGx4lenP6h2","2017-01-02","us",NA,NA,NA,NA,NA
"771897",75,"Change","J. Cole",225568,"3pjUyVbFmM96tYhSaKJwTt","2017-01-02","us",NA,NA,NA,NA,NA
"771898",76,"i hate u, i love u (feat. olivia o'brien)","gnash",222224,"7vRriwrloYVaoAe3a9wJHe","2017-01-02","us",NA,NA,NA,NA,NA
"771899",77,"This Is What You Came For","Calvin Harris",220369,"0azC730Exh71aQlOt9Zj3y","2017-01-02","us",NA,NA,NA,NA,NA
"771900",78,"Too Many Years","Kodak Black",218373,"0BU7nIcCZxYSE0hYcc5oZz","2017-01-02","us",NA,NA,NA,NA,NA
"771901",79,"Die For You","The Weeknd",217742,"2LBqCSwhJGcFQeTHMVGwy3","2017-01-02","us",NA,NA,NA,NA,NA
"771902",80,"Don't","Bryson Tiller",217560,"3pXF1nA74528Edde4of9CC","2017-01-02","us",NA,NA,NA,NA,NA
"771903",81,"Trust Nobody (feat. Selena Gomez & Tory Lanez)","Cashmere Cat",216700,"2wDjpPW3HZdA9quPPmZAMu","2017-01-02","us",NA,NA,NA,NA,NA
"771904",82,"Sunset Lover","Petit Biscuit",216349,"0hNduWmlWmEmuwEFcYvRu1","2017-01-02","us",NA,NA,NA,NA,NA
"771905",83,"White Iverson","Post Malone",215011,"6eT7xZZlB2mwyzJ2sUKG6w","2017-01-02","us",NA,NA,NA,NA,NA
"771906",84,"Selfish","PnB Rock",214009,"2xbI8Vmyv3TkpTdywpPyNw","2017-01-02","us",NA,NA,NA,NA,NA
"771907",85,"The Mack","Nevada",211299,"7aV2mflaASUmGhCErm7kBO","2017-01-02","us",NA,NA,NA,NA,NA
"771908",86,"Juju On That Beat (TZ Anthem)","Zay Hilfigerrr",211062,"1lItf5ZXJc1by9SbPeljFd","2017-01-02","us",NA,NA,NA,NA,NA
"771909",87,"Exchange","Bryson Tiller",210005,"43PuMrRfbyyuz4QpZ3oAwN","2017-01-02","us",NA,NA,NA,NA,NA
"771910",88,"Come and See Me (feat. Drake)","PARTYNEXTDOOR",206890,"1wZqJM5FGDEl3FjHDxDyQd","2017-01-02","us",NA,NA,NA,NA,NA
"771911",89,"Water","Ugly God",205455,"6HEIBHUirx1J0JkUD24szt","2017-01-02","us",NA,NA,NA,NA,NA
"771912",90,"Erase Your Social","Lil Uzi Vert",205308,"4uhvMW7ly7tJil31YYscAN","2017-01-02","us",NA,NA,NA,NA,NA
"771913",91,"One Night","Lil Yachty",204049,"40yJGQyEaBbIkXpwMFkXip","2017-01-02","us",NA,NA,NA,NA,NA
"771914",92,"Never Be Like You","Flume",203477,"12REd1n8PeiHHWOh066tpr","2017-01-02","us",NA,NA,NA,NA,NA
"771915",93,"Water Under the Bridge","Adele",202835,"4vb4mFvYsr2h6enhjJsq9Y","2017-01-02","us",NA,NA,NA,NA,NA
"771916",94,"All Time Low","Jon Bellion",200663,"5wQRNkb7OhzJoT1P0OZ4Rw","2017-01-02","us",NA,NA,NA,NA,NA
"771917",95,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",199831,"68EMU2RD1ECNeOeJ5qAXCV","2017-01-02","us",NA,NA,NA,NA,NA
"771918",96,"Stressed Out","Twenty One Pilots",199640,"3CRDbSIZ4r5MsZ0YwxuEkn","2017-01-02","us",NA,NA,NA,NA,NA
"771919",97,"Too Much Sauce","DJ Esco",198702,"5oyUurs28XRagLa8lgm6V3","2017-01-02","us",NA,NA,NA,NA,NA
"771920",98,"Congratulations","Post Malone",197483,"3a1lNhkSLSkpJE4MSHpDu9","2017-01-02","us",NA,NA,NA,NA,NA
"771921",99,"Setting Fires","The Chainsmokers",195895,"0B8B8cVRFIG1yznoQe7c9s","2017-01-02","us",NA,NA,NA,NA,NA
"771922",100,"Lot to Learn","Luke Christopher",193376,"2HzfRSfCogBSsgW2CckVA2","2017-01-02","us",NA,NA,NA,NA,NA
"771923",101,"Light","San Holo",191857,"7zTx8ePYAmPFQuxP3xlXZn","2017-01-02","us",NA,NA,NA,NA,NA
"771924",102,"Me, Myself & I","G-Eazy",191756,"40YcuQysJ0KlGQTeGUosTC","2017-01-02","us",NA,NA,NA,NA,NA
"771925",103,"Deja Vu","Post Malone",188263,"0H8XeaJunhvpBdBFIYi6Sh","2017-01-02","us",NA,NA,NA,NA,NA
"771926",104,"Moves","Big Sean",186431,"0Fv5N0cHBsl4bzCbollCAS","2017-01-02","us",NA,NA,NA,NA,NA
