"","Position","Track.Name","Artist","Streams","URL","Date","Region","Danceability","Duration","Instrumentalness","Speechiness","Tempo"
"3044119",76,"Only One - Radio Edit","Sigala",63094,"5ev0Z2lFzmhjlQCWpRAWiG","2017-01-09","gb",NA,NA,NA,NA,NA
"3044120",77,"Party Monster","The Weeknd",61589,"4F7A0DXBrmUAkp32uenhZt","2017-01-09","gb",NA,NA,NA,NA,NA
"3044121",78,"Make Me (Cry)","Noah Cyrus",61559,"2BrzlUj1u1CtvaJDGIKpsP","2017-01-09","gb",NA,NA,NA,NA,NA
"3044122",79,"You've Got The Love","Florence + The Machine",60995,"6u9RqxALwkjJ1ukB1y8vuP","2017-01-09","gb",NA,NA,NA,NA,NA
"3044123",80,"Everglow - Single Version, Radio Edit","Coldplay",59932,"6aG68QSwv0hgNTq90I2GOE","2017-01-09","gb",NA,NA,NA,NA,NA
"3044124",81,"Dancing On My Own","Calum Scott",59859,"02WacdrRpm4zlP8H7X6bnQ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044125",82,"The Sound","The 1975",59463,"316r1KLN0bcmpr7TZcMCXT","2017-01-09","gb",NA,NA,NA,NA,NA
"3044126",83,"Miss You","James Hersey",58942,"7of1slAJIWrXxP8ikAHxje","2017-01-09","gb",NA,NA,NA,NA,NA
"3044127",84,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",58365,"17Fd6Yb7mSbinKG8LoWfFl","2017-01-09","gb",NA,NA,NA,NA,NA
"3044128",85,"Show Me (feat. Malisha Bleau)","Ryan Blyth",57881,"1mebe3JaPfy8SOTksMKEom","2017-01-09","gb",NA,NA,NA,NA,NA
"3044129",86,"This Is What You Came For","Calvin Harris",57826,"0azC730Exh71aQlOt9Zj3y","2017-01-09","gb",NA,NA,NA,NA,NA
"3044130",87,"Find Me","Sigma",57801,"2Wr970IfovsSGnfkE08iMF","2017-01-09","gb",NA,NA,NA,NA,NA
"3044131",88,"Lose Yourself - Soundtrack Version","Eminem",56627,"5Z01UMMf7V1o0MzF86s6WJ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044132",89,"Lock Doh","Giggs",56585,"6OJ5jV3ClJbMgyZj6H5hK0","2017-01-09","gb",NA,NA,NA,NA,NA
"3044133",90,"Scars To Your Beautiful","Alessia Cara",56025,"0prNGof3XqfTvNDxHonvdK","2017-01-09","gb",NA,NA,NA,NA,NA
"3044134",91,"Can't Stop","Red Hot Chili Peppers",55890,"3ZOEytgrvLwQaqXreDs2Jx","2017-01-09","gb",NA,NA,NA,NA,NA
"3044135",92,"Fast Car","Jonas Blue",54875,"6OZh916QF8XNunWaP97WEZ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044136",93,"Ain't Giving Up","Craig David",54714,"3mkJigBxWd5DJUsRuwHG3f","2017-01-09","gb",NA,NA,NA,NA,NA
"3044137",94,"I'm A Mess","Ed Sheeran",54092,"3KiktyOxQd2Z0bmnabgRq2","2017-01-09","gb",NA,NA,NA,NA,NA
"3044138",95,"On Hold","The xx",53753,"5CPqOpKSk0QcJ3dGdaWcRB","2017-01-09","gb",NA,NA,NA,NA,NA
"3044139",96,"Sorry","Justin Bieber",53549,"69bp2EbF7Q2rqc5N3ylezZ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044140",97,"One","Ed Sheeran",51863,"0A2J5TumCpT4aJVvQHNEQW","2017-01-09","gb",NA,NA,NA,NA,NA
"3044141",98,"Love Yourself","Justin Bieber",51483,"3hB5DgAiMAQ4DzYbsMq1IT","2017-01-09","gb",NA,NA,NA,NA,NA
"3044142",99,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",51414,"4dASQiO1Eoo3RJvt74FtXB","2017-01-09","gb",NA,NA,NA,NA,NA
"3044143",100,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",51135,"3bidbhpOYeV4knp8AIu8Xn","2017-01-09","gb",NA,NA,NA,NA,NA
"3044144",101,"Perfect Strangers","Jonas Blue",50852,"1CUVN2kn7mW5FjkqXTR2W1","2017-01-09","gb",NA,NA,NA,NA,NA
"3044145",102,"Not In Love","M.O",50585,"5Odgb6uCWnL8U3Eb3ijLZj","2017-01-09","gb",NA,NA,NA,NA,NA
"3044146",103,"Work from Home","Fifth Harmony",50228,"4tCtwWceOPWzenK2HAIJSb","2017-01-09","gb",NA,NA,NA,NA,NA
"3044147",104,"Cheap Thrills","Sia",49848,"27SdWb2rFzO6GWiYDBTD9j","2017-01-09","gb",NA,NA,NA,NA,NA
"3044148",105,"Broccoli (feat. Lil Yachty)","DRAM",49829,"7yyRTcZmCiyzzJlNzGC9Ol","2017-01-09","gb",NA,NA,NA,NA,NA
"3044149",106,"Radioactive","Imagine Dragons",49601,"6Ep6BzIOB9tz3P4sWqiiAB","2017-01-09","gb",NA,NA,NA,NA,NA
"3044150",107,"Would I Lie to You","John Gibbons",49572,"6Zp0OnaLtS9AjtK1jeC930","2017-01-09","gb",NA,NA,NA,NA,NA
"3044151",108,"Feel The Love (feat. John Newman)","Rudimental",48981,"0BomfsUcw03fQPKK668Etn","2017-01-09","gb",NA,NA,NA,NA,NA
"3044152",109,"Drunk","Ed Sheeran",48929,"4RnCPWlBsY7oUDdyruod7Y","2017-01-09","gb",NA,NA,NA,NA,NA
"3044153",110,"Good Times","Ella Eyre",48869,"4u1Ze8oMD4DzNavMZVy7jV","2017-01-09","gb",NA,NA,NA,NA,NA
"3044154",111,"All Goes Wrong","Chase & Status",48801,"3odht0E2TNbWDqypdbJVMZ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044155",112,"Kiss Me","Ed Sheeran",48733,"0Tel1fmuCxEFV6wBLXsEdk","2017-01-09","gb",NA,NA,NA,NA,NA
"3044156",113,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",48573,"68EMU2RD1ECNeOeJ5qAXCV","2017-01-09","gb",NA,NA,NA,NA,NA
"3044157",114,"Sing","Ed Sheeran",48420,"6u0oHknFYrnUd42A6rvFly","2017-01-09","gb",NA,NA,NA,NA,NA
"3044158",115,"i hate u, i love u (feat. olivia o'brien)","gnash",48304,"7vRriwrloYVaoAe3a9wJHe","2017-01-09","gb",NA,NA,NA,NA,NA
"3044159",116,"Let It Go","James Bay",47807,"13HVjjWUZFaWilh2QUJKsP","2017-01-09","gb",NA,NA,NA,NA,NA
"3044160",117,"I Will Wait","Mumford & Sons",47781,"71O1jD7bF3cdMPvPi186V6","2017-01-09","gb",NA,NA,NA,NA,NA
"3044161",118,"Counting Stars","OneRepublic",47596,"5edBgVtRD0fvWk140Sl21T","2017-01-09","gb",NA,NA,NA,NA,NA
"3044162",119,"7 Years","Lukas Graham",47236,"7129iqBafaphfc3WPCGC0L","2017-01-09","gb",NA,NA,NA,NA,NA
"3044163",120,"Ain't My Fault","Zara Larsson",46912,"0ADG9OgdVTL7fgREP75BrZ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044164",121,"Don't Be So Hard On Yourself","Jess Glynne",46699,"1KtVVUM6OkpyOsbVfbMybX","2017-01-09","gb",NA,NA,NA,NA,NA
"3044165",122,"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners","Kungs",46683,"0tICYNayWWhH9GPeFrfjfD","2017-01-09","gb",NA,NA,NA,NA,NA
"3044166",123,"Whatcha Say - Remix","Latin Fresh",45957,"3J58PCPSBGYK3N8Ahm36au","2017-01-09","gb",NA,NA,NA,NA,NA
"3044167",124,"Stressed Out","Twenty One Pilots",45739,"3CRDbSIZ4r5MsZ0YwxuEkn","2017-01-09","gb",NA,NA,NA,NA,NA
"3044168",125,"Am I Wrong","Nico & Vinz",45584,"1fidCEsYlaVE3pHwKCvpFZ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044169",126,"Lay It All On Me (feat. Ed Sheeran)","Rudimental",45420,"0vbbhcA6okLzvsy6WSTlLg","2017-01-09","gb",NA,NA,NA,NA,NA
"3044170",127,"Bloodstream","Ed Sheeran",45128,"5mxTOMM0NiRud8VdBxbA2o","2017-01-09","gb",NA,NA,NA,NA,NA
"3044171",128,"Into You","Ariana Grande",45003,"7yHEDfrJNd0zWOfXwydNH0","2017-01-09","gb",NA,NA,NA,NA,NA
"3044172",129,"That's My Girl","Fifth Harmony",44708,"2ACOWPLUe4A4KuQ5ioD2od","2017-01-09","gb",NA,NA,NA,NA,NA
"3044173",130,"Work","Rihanna",44546,"14WWzenpaEgQZlqPq2nk4v","2017-01-09","gb",NA,NA,NA,NA,NA
"3044174",131,"Girls Like (feat. Zara Larsson)","Tinie Tempah",44111,"5BOZ4skcMubA0R6RD4zf64","2017-01-09","gb",NA,NA,NA,NA,NA
"3044175",132,"Needed Me","Rihanna",43912,"1Tt4sE4pXi57mTD1GCzsqm","2017-01-09","gb",NA,NA,NA,NA,NA
"3044176",133,"A Sky Full of Stars","Coldplay",43380,"0FDzzruyVECATHXKHFs9eJ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044177",134,"Sidewalks","The Weeknd",42942,"4h90qkbnW1Qq6pBhoPvwko","2017-01-09","gb",NA,NA,NA,NA,NA
"3044178",135,"Let the Sun Shine","Labrinth",42874,"7nRAK7blAQt94WRDI3EciA","2017-01-09","gb",NA,NA,NA,NA,NA
"3044179",136,"Party","Chris Brown",42859,"05Z7jet4VDNVgNQWcYHnrk","2017-01-09","gb",NA,NA,NA,NA,NA
"3044180",137,"Fluorescent Adolescent","Arctic Monkeys",42121,"7e8utCy2JlSB8dRHKi49xM","2017-01-09","gb",NA,NA,NA,NA,NA
"3044181",138,"I Got You","Bebe Rexha",42012,"1FUViuNSldssMIawrOXF2i","2017-01-09","gb",NA,NA,NA,NA,NA
"3044182",139,"Panda","Desiigner",41987,"5OOkp4U9P9oL23maHFHL1h","2017-01-09","gb",NA,NA,NA,NA,NA
"3044183",140,"Naive","The Kooks",41638,"7BHPGtpuuWWsvE7cCaMuEU","2017-01-09","gb",NA,NA,NA,NA,NA
"3044184",141,"Alarm","Anne-Marie",41461,"0OwX5aROoW1Iip8FV51Efg","2017-01-09","gb",NA,NA,NA,NA,NA
"3044185",142,"Cake By The Ocean","DNCE",41334,"2aFiaMXmWsM3Vj72F9ksBl","2017-01-09","gb",NA,NA,NA,NA,NA
"3044186",143,"Hello","Adele",41198,"4sPmO7WMQUAf45kwMOtONw","2017-01-09","gb",NA,NA,NA,NA,NA
"3044187",144,"Stitches","Shawn Mendes",41184,"1WP1r7fuvRqZRnUaTi2I1Q","2017-01-09","gb",NA,NA,NA,NA,NA
"3044188",145,"Say Something Loving","The xx",41023,"728zbo72kOoYdGR3AhNsyF","2017-01-09","gb",NA,NA,NA,NA,NA
"3044189",146,"When We Were Young","Adele",40806,"7IWkJwX9C0J7tHurTD7ViL","2017-01-09","gb",NA,NA,NA,NA,NA
"3044190",147,"Wanna Know Remix (feat. Drake)","Dave",40636,"7bPLo5Fv7h15E2fW3g1mVQ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044191",148,"Do I Wanna Know?","Arctic Monkeys",40336,"3rq5w4bQGigXOfdN30ATJt","2017-01-09","gb",NA,NA,NA,NA,NA
"3044192",149,"Send My Love (To Your New Lover)","Adele",40312,"4BHzQ9C00ceJxfG16AlNWb","2017-01-09","gb",NA,NA,NA,NA,NA
"3044193",150,"Ride","Twenty One Pilots",40216,"2Z8WuEywRWYTKe1NybPQEW","2017-01-09","gb",NA,NA,NA,NA,NA
"3044194",151,"Six Feet Under","The Weeknd",40001,"4mU5iXHeLgbR94siF7p1sY","2017-01-09","gb",NA,NA,NA,NA,NA
"3044195",152,"Seven Nation Army","The White Stripes",39545,"1jNOi6m3Hn8nLEeHCp5Msr","2017-01-09","gb",NA,NA,NA,NA,NA
"3044196",153,"Adventure Of A Lifetime","Coldplay",39530,"69uxyAqqPIsUyTO8txoP2M","2017-01-09","gb",NA,NA,NA,NA,NA
"3044197",154,"Fresh Eyes","Andy Grammer",39350,"4nMlau89VAjmV7agkl7OY3","2017-01-09","gb",NA,NA,NA,NA,NA
"3044198",155,"Chantaje","Shakira",39331,"6mICuAdrwEjh6Y6lroV2Kg","2017-01-09","gb",NA,NA,NA,NA,NA
"3044199",156,"Jumpman","Drake",38987,"27GmP9AWRs744SzKcpJsTZ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044200",157,"Ignition - Remix","R. Kelly",38983,"5dNfHmqgr128gMY2tc5CeJ","2017-01-09","gb",NA,NA,NA,NA,NA
"3044201",158,"Lego House","Ed Sheeran",38823,"53Pgsvu3qSYO2aXt5J2vcL","2017-01-09","gb",NA,NA,NA,NA,NA
"3044202",159,"King","Years & Years",38819,"5Z3zRrMIJk7CVpfcLsM9wD","2017-01-09","gb",NA,NA,NA,NA,NA
"3044203",160,"Small Bump","Ed Sheeran",38306,"4z1O25cq9g2kuJemmUxc21","2017-01-09","gb",NA,NA,NA,NA,NA
"3044204",161,"What You Know","Two Door Cinema Club",38124,"6jrMVRReY24qzCfe1BRrww","2017-01-09","gb",NA,NA,NA,NA,NA
"3044205",162,"Sneakin’","Drake",38010,"4ckuS4Nj4FZ7i3Def3Br8W","2017-01-09","gb",NA,NA,NA,NA,NA
"3044206",163,"Crank It (Woah!) - Radio Edit","Kideko",37252,"4PXVZqZdzzfqFX39LS52b3","2017-01-09","gb",NA,NA,NA,NA,NA
"3044207",164,"House Work","Jax Jones",37206,"4Kln4sYiZzemzfdbLXW00G","2017-01-09","gb",NA,NA,NA,NA,NA
"3044208",165,"Years & Years","Olly Murs",37132,"3t1phUY6LrP0Bpd5eNT8Dt","2017-01-09","gb",NA,NA,NA,NA,NA
"3044209",166,"What Do You Mean?","Justin Bieber",37062,"3pzjHKrQSvXGHQ98dx18HI","2017-01-09","gb",NA,NA,NA,NA,NA
"3044210",167,"LUV","Tory Lanez",37017,"16Ah4QqH4mgYVXqfC4mdSd","2017-01-09","gb",NA,NA,NA,NA,NA
"3044211",168,"Sunset Lover","Petit Biscuit",37011,"0hNduWmlWmEmuwEFcYvRu1","2017-01-09","gb",NA,NA,NA,NA,NA
"3044212",169,"Bounce Back","Big Sean",36878,"0SGkqnVQo9KPytSri1H6cF","2017-01-09","gb",NA,NA,NA,NA,NA
"3044213",170,"Solo Dance","Martin Jensen",36841,"6HUnnBwYZqcED1eQztxMBN","2017-01-09","gb",NA,NA,NA,NA,NA
"3044214",171,"Cheap Thrills","Sia",36821,"378iszndTZAR4dH8kwsLC6","2017-01-09","gb",NA,NA,NA,NA,NA
"3044215",172,"Faded","Alan Walker",36778,"7gHs73wELdeycvS48JfIos","2017-01-09","gb",NA,NA,NA,NA,NA
"3044216",173,"Waiting For Love","Avicii",36652,"6nsLzJfvp5OLd4mgqUJkpq","2017-01-09","gb",NA,NA,NA,NA,NA
"3044217",174,"Changing","Sigma",36257,"2KOYMogSqklzXo0nyvQCsD","2017-01-09","gb",NA,NA,NA,NA,NA
"3044218",175,"Lot to Learn","Luke Christopher",36080,"3TRFq09DUgYj1mug6RRqJW","2017-01-09","gb",NA,NA,NA,NA,NA
"3044219",176,"When You Love Someone","James TW",35798,"5fX2oPyLCe5mBKqGDbOWqC","2017-01-09","gb",NA,NA,NA,NA,NA
"3044220",177,"Weak","AJR",35493,"3E2Zh20GDCR9B1EYjfXWyv","2017-01-09","gb",NA,NA,NA,NA,NA
"3044221",178,"Afterglow","Wilkinson",35355,"6A5nHAuwsuanT3uEMAouxF","2017-01-09","gb",NA,NA,NA,NA,NA
"3044222",179,"Wonderwall - Remastered","Oasis",35252,"5qqabIl2vWzo9ApSC317sa","2017-01-09","gb",NA,NA,NA,NA,NA
"3044223",180,"Take Me To Church","Hozier",35178,"0IqKeD8ZSP72KbGYyzEcAs","2017-01-09","gb",NA,NA,NA,NA,NA
"3044224",181,"Caroline","Aminé",35104,"5GFDrUTLGJix84sNhjCG0g","2017-01-09","gb",NA,NA,NA,NA,NA
"3044225",182,"Ni**as In Paris","JAY Z",34981,"2KpCpk6HjXXLb7nnXoXA5O","2017-01-09","gb",NA,NA,NA,NA,NA
"3044226",183,"Good Grief","Bastille",34885,"6IGA5YrFiEr5ANrMqKkR6H","2017-01-09","gb",NA,NA,NA,NA,NA
"3044227",184,"Say To Me","WHTKD",34794,"7K0IjUT3y2wGxqd6u5DrTs","2017-01-09","gb",NA,NA,NA,NA,NA
"3044228",185,"Neighbors","J. Cole",34718,"0utlOiJy2weVl9WTkcEWHy","2017-01-09","gb",NA,NA,NA,NA,NA
"3044229",186,"Reminder","The Weeknd",34571,"37F0uwRSrdzkBiuj0D5UHI","2017-01-09","gb",NA,NA,NA,NA,NA
"3044230",187,"Are You Sure? (feat. Ty Dolla $ign)","Kris Kross Amsterdam",34416,"0fH86zQcE2CmATQju6WpXv","2017-01-09","gb",NA,NA,NA,NA,NA
"3044231",188,"Famous","Kanye West",34095,"19a3JfW8BQwqHWUMbcqSx8","2017-01-09","gb",NA,NA,NA,NA,NA
"3044232",189,"Animals","Maroon 5",34008,"16pwlVsypm4aDKMhXdOuXg","2017-01-09","gb",NA,NA,NA,NA,NA
"3044233",190,"PILLOWTALK","ZAYN",33770,"0PDUDa38GO8lMxLCRc4lL1","2017-01-09","gb",NA,NA,NA,NA,NA
"3044234",191,"All Time Low","Jon Bellion",33709,"1CnPYaKxTVb4LWOtiGOm0m","2017-01-09","gb",NA,NA,NA,NA,NA
"3044235",192,"Final Song","MØ",33602,"4qqArAiTPueDxIp7cf87h7","2017-01-09","gb",NA,NA,NA,NA,NA
"3044236",193,"pick up the phone","Young Thug",33453,"20dP2DaMHIAmwWAbp7peSr","2017-01-09","gb",NA,NA,NA,NA,NA
"3044237",194,"Somebody Else","The 1975",33391,"5hc71nKsUgtwQ3z52KEKQk","2017-01-09","gb",NA,NA,NA,NA,NA
"3044238",195,"Good Feeling","Flo Rida",33053,"2LEF1A8DOZ9wRYikWgVlZ8","2017-01-09","gb",NA,NA,NA,NA,NA
"3044239",196,"Alone","Alan Walker",32935,"0JiVRyTJcJnmlwCZ854K4p","2017-01-09","gb",NA,NA,NA,NA,NA
"3044240",197,"The Greatest","Sia",32884,"6bLopGnirdrilrpdVB6Um1","2017-01-09","gb",NA,NA,NA,NA,NA
"3044241",198,"Clarity","Zedd",32861,"60wwxj6Dd9NJlirf84wr2c","2017-01-09","gb",NA,NA,NA,NA,NA
"3044242",199,"Thinking 'Bout You","Dua Lipa",32587,"0gtSPYz0OHoF7k09Auq1uC","2017-01-09","gb",NA,NA,NA,NA,NA
"3044243",200,"Sex","Cheat Codes",32478,"5DA77EqppDmCTWGovd4oTP","2017-01-09","gb",NA,NA,NA,NA,NA
"3044244",1,"Shape of You","Ed Sheeran",1258743,"7qiZfU4dY1lWllzX7mPBI3","2017-01-10","gb",NA,NA,NA,NA,NA
"3044245",2,"Castle on the Hill","Ed Sheeran",1004582,"6PCUP3dWmTjcTtXY02oFdT","2017-01-10","gb",NA,NA,NA,NA,NA
"3044246",3,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",351953,"5knuzwU65gJK7IF5yJsuaW","2017-01-10","gb",NA,NA,NA,NA,NA
"3044247",4,"Touch","Little Mix",335940,"5Ua3GXyHwiSfpNTMjq6m2z","2017-01-10","gb",NA,NA,NA,NA,NA
"3044248",5,"I Would Like","Zara Larsson",314189,"4Q4jmPHwu0wrJvqrld0FQ6","2017-01-10","gb",NA,NA,NA,NA,NA
"3044249",6,"Say You Won't Let Go","James Arthur",272773,"5uCax9HTNlzGybIStD3vDh","2017-01-10","gb",NA,NA,NA,NA,NA
"3044250",7,"Just Hold On","Steve Aoki",267549,"3EmmCZoqpWOTY1g2GBwJoR","2017-01-10","gb",NA,NA,NA,NA,NA
"3044251",8,"Human","Rag'n'Bone Man",263307,"58zsLZPvfflaiIbNWoA22O","2017-01-10","gb",NA,NA,NA,NA,NA
"3044252",9,"Starboy","The Weeknd",257777,"5aAx2yezTd8zXrkmtKl66Z","2017-01-10","gb",NA,NA,NA,NA,NA
"3044253",10,"Call On Me - Ryan Riback Extended Remix","Starley",254258,"78rIJddV4X0HkNAInEcYde","2017-01-10","gb",NA,NA,NA,NA,NA
"3044254",11,"You Don't Know Me - Radio Edit","Jax Jones",249295,"00lNx0OcTJrS3MKHcB80HY","2017-01-10","gb",NA,NA,NA,NA,NA
"3044255",12,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN",246494,"3NdDpSvN911VPGivFlV5d0","2017-01-10","gb",NA,NA,NA,NA,NA
"3044256",13,"Sexual","NEIKED",239006,"3AsAuGTaDQzavZZThyYlop","2017-01-10","gb",NA,NA,NA,NA,NA
"3044257",14,"Don't Wanna Know","Maroon 5",227995,"5MFzQMkrl1FOOng9tq6R9r","2017-01-10","gb",NA,NA,NA,NA,NA
"3044258",15,"I Feel It Coming","The Weeknd",226761,"5GXAXm5YOmYT0kL5jHvYBt","2017-01-10","gb",NA,NA,NA,NA,NA
"3044259",16,"All Night","The Vamps",214133,"1yNyoWWWikbLhwIGWjZuDW","2017-01-10","gb",NA,NA,NA,NA,NA
"3044260",17,"Fake Love","Drake",201502,"343YBumqHu19cGoGARUTsd","2017-01-10","gb",NA,NA,NA,NA,NA
"3044261",18,"By Your Side","Jonas Blue",198815,"1D3ODoXHBLpdxolZRHWV1j","2017-01-10","gb",NA,NA,NA,NA,NA
"3044262",19,"September Song","JP Cooper",194008,"0FuTx2s3YH1ppmtiM6l0zI","2017-01-10","gb",NA,NA,NA,NA,NA
"3044263",20,"The Mack","Nevada",189837,"7aV2mflaASUmGhCErm7kBO","2017-01-10","gb",NA,NA,NA,NA,NA
"3044264",21,"Closer","The Chainsmokers",189663,"7BKLCZ1jbUBVqRi2FVlTVw","2017-01-10","gb",NA,NA,NA,NA,NA
"3044265",22,"24K Magic","Bruno Mars",185158,"6b8Be6ljOzmkOmFslEb23P","2017-01-10","gb",NA,NA,NA,NA,NA
"3044266",23,"Black Beatles","Rae Sremmurd",181935,"6fujklziTHa8uoM5OQSfIo","2017-01-10","gb",NA,NA,NA,NA,NA
"3044267",24,"Water Under the Bridge","Adele",170516,"4vb4mFvYsr2h6enhjJsq9Y","2017-01-10","gb",NA,NA,NA,NA,NA
"3044268",25,"Shout Out to My Ex","Little Mix",168456,"0YHUITU3w6ws1v8ehT264g","2017-01-10","gb",NA,NA,NA,NA,NA
"3044269",26,"You Want Me","Tom Zanetti",162331,"4xX7OsX8XTGWJgRxNNIaFT","2017-01-10","gb",NA,NA,NA,NA,NA
"3044270",27,"Now and Later","Sage The Gemini",158506,"43jBqV3j3Xi1g6wO0bhIMd","2017-01-10","gb",NA,NA,NA,NA,NA
"3044271",28,"One Dance","Drake",158073,"1xznGGDReH1oQq0xzbwXa3","2017-01-10","gb",NA,NA,NA,NA,NA
"3044272",29,"Love Me Now","John Legend",157198,"6nxQdXa1uAL0rY72wPZu89","2017-01-10","gb",NA,NA,NA,NA,NA
"3044273",30,"Bad Things (with Camila Cabello)","Machine Gun Kelly",153247,"1PSBzsahR2AKwLJgx8ehBj","2017-01-10","gb",NA,NA,NA,NA,NA
"3044274",31,"Shed a Light","Robin Schulz",150601,"1cG0umU5TKStygKsPFZ9pY","2017-01-10","gb",NA,NA,NA,NA,NA
"3044275",32,"Photograph","Ed Sheeran",149667,"6fxVffaTuwjgEk5h9QyRjy","2017-01-10","gb",NA,NA,NA,NA,NA
"3044276",33,"Side To Side","Ariana Grande",144905,"4pLwZjInHj3SimIyN9SnOz","2017-01-10","gb",NA,NA,NA,NA,NA
"3044277",34,"Starving","Hailee Steinfeld",143620,"1qOLh0tI7trd1zdDKxYZTe","2017-01-10","gb",NA,NA,NA,NA,NA
"3044278",35,"Oops","Little Mix",139292,"37xcWhVKQ99uuiA5Y4yapi","2017-01-10","gb",NA,NA,NA,NA,NA
"3044279",36,"How Far I'll Go - From ""Moana""","Alessia Cara",139271,"5hYTyyh2odQKphUbMqc5gN","2017-01-10","gb",NA,NA,NA,NA,NA
"3044280",37,"After The Afterparty (feat. Lil Yachty)","Charli XCX",138639,"0y8Wf6ltWpGCpgqVa21QNX","2017-01-10","gb",NA,NA,NA,NA,NA
"3044281",38,"Love On Me","Galantis",136628,"2MHCiOohBZEQuLgDTPvSzF","2017-01-10","gb",NA,NA,NA,NA,NA
"3044282",39,"No Lie","Sean Paul",135035,"3cFsmM51N5zMAuu1nNY4Tw","2017-01-10","gb",NA,NA,NA,NA,NA
"3044283",40,"The Greatest","Sia",133692,"7xHWNBFm6ObGEQPaUxHuKO","2017-01-10","gb",NA,NA,NA,NA,NA
"3044284",41,"Bad and Boujee (feat. Lil Uzi Vert)","Migos",133136,"4Km5HrUvYTaSUfiSGPJeQR","2017-01-10","gb",NA,NA,NA,NA,NA
"3044285",42,"Mercy","Shawn Mendes",130442,"4TZy1wLyHec06pwgFYDh1a","2017-01-10","gb",NA,NA,NA,NA,NA
"3044286",43,"Let Me Love You","DJ Snake",126862,"4pdPtRcBmOSQDlJ3Fk945m","2017-01-10","gb",NA,NA,NA,NA,NA
"3044287",44,"So Good","Louisa Johnson",124909,"20js7QbHkIuzrgecUTPfl7","2017-01-10","gb",NA,NA,NA,NA,NA
"3044288",45,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",124798,"6DNtNfH8hXkqOX1sjqmI7p","2017-01-10","gb",NA,NA,NA,NA,NA
"3044289",46,"My Way","Calvin Harris",123294,"1vvNmPOiUuyCbgWmtc6yfm","2017-01-10","gb",NA,NA,NA,NA,NA
"3044290",47,"Thinking Out Loud","Ed Sheeran",119963,"1Slwb6dOYkBlWal1PGtnNg","2017-01-10","gb",NA,NA,NA,NA,NA
"3044291",48,"All We Know","The Chainsmokers",116970,"2rizacJSyD9S1IQUxUxnsK","2017-01-10","gb",NA,NA,NA,NA,NA
"3044292",49,"The A Team","Ed Sheeran",110614,"1VdZ0vKfR5jneCmWIUAMxK","2017-01-10","gb",NA,NA,NA,NA,NA
"3044293",50,"In the Name of Love","Martin Garrix",106750,"04DwTuZ2VBdJCCC5TROn7L","2017-01-10","gb",NA,NA,NA,NA,NA
"3044294",51,"Deja Vu","J. Cole",95587,"6I6NX6tjGsxFAsIfGzY9lJ","2017-01-10","gb",NA,NA,NA,NA,NA
"3044295",52,"Love$ick","Mura Masa",87677,"5v9N8Rx3QsFvr50cxyQcA3","2017-01-10","gb",NA,NA,NA,NA,NA
"3044296",53,"Don't Let Me Down","The Chainsmokers",86131,"0QsvXIfqM0zZoerQfsI9lm","2017-01-10","gb",NA,NA,NA,NA,NA
"3044297",54,"Oh Lord","MiC LOWRY",80472,"1sTUEdVO85YU8Ymk2jeAls","2017-01-10","gb",NA,NA,NA,NA,NA
"3044298",55,"Treat You Better","Shawn Mendes",78930,"4Hf7WnR761jpxPr5D46Bcd","2017-01-10","gb",NA,NA,NA,NA,NA
"3044299",56,"Rooting For You","London Grammar",77230,"2nAAFnHiXRdWhsqoeqhhnr","2017-01-10","gb",NA,NA,NA,NA,NA
"3044300",57,"Controlla","Drake",76756,"6F609ICg9Spjrw1epsAnpa","2017-01-10","gb",NA,NA,NA,NA,NA
"3044301",58,"Heathens","Twenty One Pilots",75602,"6i0V12jOa3mr6uu4WYhUBr","2017-01-10","gb",NA,NA,NA,NA,NA
"3044302",59,"Don't Leave","Snakehips",74495,"0Zx8khUcEfCFK2AEoIhC92","2017-01-10","gb",NA,NA,NA,NA,NA
"3044303",60,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",73862,"6JV2JOEocMgcZxYSZelKcc","2017-01-10","gb",NA,NA,NA,NA,NA
